Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,Filename,Date,Additional Pages,Unnamed: 18,special
0.0,"A Lockett, RD Babcock, DA Hart","Defining Access to Undergraduate Research in Writing Studies: A Proposed Model for Increasing Support, Opportunity, and Participation",2021,"Defining Access to Undergraduate Research in Writing Studies: A Proposed Model for Increasing Support, Opportunity, and Participation",dspace.allegheny.edu,https://dspace.allegheny.edu/bitstream/10456/55843/1/2021_Winter_Hart_Defining.pdf,,363.0,##########,PDF,,,,,,,,0.0,0.0,0.0,3.0,3.0,"… , attention is turned to Wikipedia. Although the use of Wikipedia is typically discouraged … -a-thons sponsored by organizations like Art+Feminism, AfroCrowd, and Black Lunch Table. …",https://dspace.allegheny.edu/bitstream/10456/55843/1/2021_Winter_Hart_Defining.pdf,,Art+Feminism,True,TRUE,363.0,,mention,Art+Feminism,0,0,0,0,,Keyword not found,,,,,
0.0,A Matsuuchi,Connecting Wikipedia and the Archive: Building a Public History of HIV/AIDS in New York City.,2017,WikiStudies,academicworks.cuny.edu,https://academicworks.cuny.edu/lg_pubs/70/,,83.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,7.0,"… myself to the area’s largest and most widely covered event, Art+Feminism, held at the Museum of Modern Art in March 2016 (“Art+Feminism,” 2017). The students and their news of the …",https://academicworks.cuny.edu/cgi/viewcontent.cgi?article=1071&context=lg_pubs,,Art+Feminism,True,TRUE,83.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
57.0,"A Nolte, IA Chounta, JD Herbsleb",What happens to all these hackathon projects? Identifying factors to promote hackathon project continuation,2020,Proceedings of the ACM on Human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3415216?casa_token=DxHosVcKdTMAAAAA:KxdgaLhYAayoMgvfvQR6aNiq-LFhd6uc8eRJs1E4VYuFF7wlZiTy18_7fpVkXDlivAw0zEI5jv96,"https://scholar.google.com/scholar?cites=15843007767476455443&as_sdt=2005&sciodt=0,5&hl=en",391.0,##########,,10.1145/3415216,,,,,,,57.0,14.0,19.0,3.0,4.0,… to online production communities such as Wikipedia where scholars found that newcomers that … A case study of impact of Wikipedia art+ feminism edit-a-thon events on newcomers. In …,https://dl.acm.org/doi/pdf/10.1145/3415216?casa_token=Y6ahWvH1uREAAAAA:DQt5ljrGiXiNRnS0lEFmqpiFTQXPzXKZlu3eXaKA2qrRd0FQ81JvS-fuawDS7txPYw5vybIBXoY2,,Art+Feminism,True,TRUE,391.0,,0,0,0,0,0,##,,No pdf,,,,,
3.0,A Pawłowska,What is History of Art in the 20 th and 21 st Century–a Few Theoretical Problems,2019,"What is History of Art in the 20th and 21st
Century – a Few Theoretical Problems",otik.uk.zcu.cz,https://otik.uk.zcu.cz/handle/11025/36535,"https://scholar.google.com/scholar?cites=4133776871481556890&as_sdt=2005&sciodt=0,5&hl=en",41.0,##########,,,,,,,,,3.0,1.0,3.0,1.0,5.0,… Pollock initiated a debate between the social history of art and feminism by arguing that this … of the works of art based on information found in Wikipedia. The added “bonus effect” of such …,https://otik.uk.zcu.cz/bitstream/11025/36535/1/Paw%C5%82owska.pdf,,Art and Feminism,True,TRUE,500.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
24.0,"A Pratesi, W Miller, E Sutton",Democratizing knowledge,2019,The Radical Teacher,JSTOR,https://www.jstor.org/stable/48694633,"https://scholar.google.com/scholar?cites=78789634851080516&as_sdt=2005&sciodt=0,5&hl=en",38.0,##########,,,,,,,,,24.0,5.0,8.0,3.0,5.0,… The course Creating Wikipedia for the Arts prepared students to host an Art+Feminism Wikipedia Edit-a-thon during which they taught participants about Wikipedia and how to edit it. …,https://scholarworks.uni.edu/cgi/viewcontent.cgi?article=1009&context=art_facpub,,Art+Feminism,True,TRUE,38.0,,case study,Art+Feminism,0,0,0,0,,,,,,,
0.0,A Provo,Semantic Encyclopedias and Boolean Dreams,2022,KULA,erudit.org,https://www.erudit.org/en/journals/kula/2022-v6-n3-kula07188/1091370ar/abstract/,,281.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,2.0,"… representational interventions such as Art + Feminism and Whose Knowledge?, among others. These initiatives ask questions like “who is editing Wikipedia articles and contributing to …",https://www.erudit.org/en/journals/kula/2022-v6-n3-kula07188/1091370ar.pdf,,Art+Feminism,True,TRUE,281.0,,mention,Art+Feminism,0,0,0,0,,Keyword not found,,,,,
0.0,"A Ramejkis, V Eades-Miller, A Duncan",Opening Spaces for Creative and Critical Enquiry,2022,Opening spaces for creative and critical inquiry,ualresearchonline.arts.ac.uk,https://ualresearchonline.arts.ac.uk/id/eprint/17542/1/opening%20spaces%20for%20creative%20and%20critical%20inquiry.pdf,,175.0,##########,PDF,,,,,,,,0.0,0.0,0.0,3.0,3.0,"… Wikipedia Art + Feminism edit-a-thons, a sense they were the sort of thing librarians ought to be doing. The statistics on the Art+Feminism organisation website (Art+Feminism… Wikipedia, …",https://ualresearchonline.arts.ac.uk/id/eprint/17542/1/opening%20spaces%20for%20creative%20and%20critical%20inquiry.pdf,,Art+Feminism,True,TRUE,175.0,,discussion,Art+Feminism,A_Duncan__V_Eades-Miller__A_Ramejkis_Opening_Spaces_for_Creative_and_Critical_Enquiry.pdf,0,Art+Feminism,##,Ed. Book,,,,,,
11.0,"A Sharrocks, C Qualmann",Walking women: A study room guide on women using walking in their practice,2017,"WALKING WOMEN
A Study Room Guide on women using walking
in their practice",repository.uel.ac.uk,https://repository.uel.ac.uk/item/84wyq,"https://scholar.google.com/scholar?cites=10756443687661634856&as_sdt=2005&sciodt=0,5&hl=en",308.0,##########,,,,,,,,,11.0,2.0,6.0,2.0,7.0,"… Wikipedia is an important repository of shared knowledge, with its pages ranking top in google searches. But less than 10% of its … Based on the rhizomatic Art+Feminism model. …",https://repository.uel.ac.uk/download/f26f8b1a42452ac1f1cc4e140ad176a2014b76310de726517510be9cc5704f34/6590727/Qualmann-WALKING-WOMEN-A-Study-Room-Guide-on-women-using-walking-in-their-practice.pdf,,Art+Feminism,True,TRUE,308.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
2.0,"A Stinson, J Evans",Bringing Wiki (p/m) edians into the Conversation at Libraries,2018,"""Leveraging Wikipedia: Connecting Communities of Knowledge""",books.google.com,https://books.google.com/books?hl=en&lr=&id=hYZ8DwAAQBAJ&oi=fnd&pg=PA31&dq=%22art+feminism%22+wikipedia&ots=fZaa95xBnp&sig=v3cCo-lFDnWUXyGKfliH_VF4or8,"https://scholar.google.com/scholar?cites=2753634160589909630&as_sdt=2005&sciodt=0,5&hl=en",139.0,##########,,,,,,,,,2.0,0.0,1.0,2.0,6.0,"… A number of projects since 2015 have shown a continuous ability to bring repeated attention and participation from large communities, including Art+ Feminism, Black Lunch Table and …",https://upload.wikimedia.org/wikipedia/commons/c/c7/Bringing_Wikimedians_into_the_Conversation_at_Libraries.pdf,,Art+Feminism,True,TRUE,139.0,,mention,Art+Feminism,A_Stinson__J_Evans_Bringing_Wiki_(pm)_edians_into_the_Conversation_at_Libraries.pdf,0,0,##,,,,,,,
2.0,A Washko,From webcams to Wikipedia,2016,"There Is An Art & Feminism Online Social Movement
 Happening and It Is Not Going Away
",academia.edu,https://www.academia.edu/download/53195718/Washko_ntik_webcams-wikipedia.pdf,"https://scholar.google.com/scholar?cites=11286118606327796055&as_sdt=2005&sciodt=0,5&hl=en",13.0,##########,PDF,,,,,,,,2.0,0.0,2.0,1.0,8.0,"… , spread and execution of the Art+Feminism Wikipedia Edit-a-… on the Art+Feminism Wikipedia Edit-a-thon's own Wikipedia … backing actions like the feminist Wikipedia swarm edit. The …",https://www.academia.edu/download/53195718/Washko_ntik_webcams-wikipedia.pdf,,Art+Feminism,True,TRUE,13.0,,discussion,Art+Feminism,A_Washko_From_webcams_to_Wikipedia.pdf,0,Art+Feminism,##,,,,,,,
5.0,A Washko,From webcams to wikipedia there is an art &feminism online social movement: Happening and it is not going away,2016,"Nordisk Tidsskrift for Informationsvidenskab og Kulturformidling, årg. 5, nr. 1, 2016",tidsskrift.dk,https://tidsskrift.dk/ntik/article/view/25883,"https://scholar.google.com/scholar?cites=16022407708825927840&as_sdt=2005&sciodt=0,5&hl=en",405.0,##########,,,,,,,,,5.0,1.0,5.0,1.0,8.0,"… , spread and execution of the Art+Feminism Wikipedia Edit-a-… on the Art+Feminism Wikipedia Edit-a-thon's own Wikipedia … backing actions like the feminist Wikipedia swarm edit. The …",https://tidsskrift.dk/ntik/article/download/25883/22791,,Art+Feminism,True,TRUE,405.0,,discussion,Art+Feminism,0,0,0,##,,,,,,,
0.0,AD Purcell,"IAWA Archivist's Report, 2018",2018,"IAWA Archivist’s Report, January-December 2018",vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/items/2ab3b454-f4cc-482c-ac37-ba55a2330e3b,,182.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,6.0,"… Rebecca Fitzsimmons and Jade Snelling hosted an Art+Feminism Wikipedia Edit-aThon on March 28, 2018 in collaboration with the VT Women’s Center and the VT Library Open …",https://vtechworks.lib.vt.edu/bitstreams/960ba1a3-527f-4273-87d1-1fec517da75f/download,,Art+Feminism,True,TRUE,182.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,AG Dastider,"A Brief Analysis of Bengali Wikipedia's Journey to 100,000",2021,"A Brief Analysis of Bengali Wikipedia’s Journey to 100,000
Articles",wikiworkshop.org,https://wikiworkshop.org/2021/papers/Wiki_Workshop_2021_paper_4.pdf,,203.0,##########,PDF,,,,,,,,0.0,0.0,0.0,1.0,3.0,"… Since the very beginning, English Wikipedia has experi… for all the language editions of Wikipedia around the world. Small … A case study of impact of Wikipedia art+ feminism edit-a-thon …",https://wikiworkshop.org/2021/papers/Wiki_Workshop_2021_paper_4.pdf,,Art+Feminism,True,TRUE,203.0,,0,0,0,0,0,0,,Keyword not found,,,,,
0.0,AK Hamlin,Beyond Survival in Art and Art History: Fifteen Futures Already Alive,2019,Art Journal Open,stkate.elsevierpure.com,https://stkate.elsevierpure.com/files/39887497/collegeart,,197.0,##########,HTML,,,,,,,,0.0,0.0,0.0,1.0,5.0,"… ), Wikipedia presumes no such thing. And although Powers more than meets Wikipedia’s … The Art + Feminism campaign is the best place to begin; see http://www.artandfeminism.org/…",https://stkate.elsevierpure.com/files/39887497/collegeart,,Art+Feminism,True,TRUE,197.0,,0,0,0,0,0,0,,Keyword not found,,,,,
3.0,AK Hamlin,Writing women artists into Wikipedia,2020,Extraordinary partnerships: How the Arts and Humanities are Transforming America Christine Henseler.,books.google.com,https://books.google.com/books?hl=en&lr=&id=qDfnDwAAQBAJ&oi=fnd&pg=PA119&dq=%22art+feminism%22+wikipedia&ots=f-YV1egY4G&sig=GV4qeFke2LiZlTjwmmEB1qbbD1c,"https://scholar.google.com/scholar?cites=4584059503148428969&as_sdt=2005&sciodt=0,5&hl=en",5.0,##########,HTML,,,,,,,,3.0,1.0,3.0,1.0,4.0,"… Earlier in the semester, when I announced to the class that we would host an Art+ Feminism Wikipedia Edit-a-thon at St. Kate’s in the spring, I was not at all confident that turnout would …",https://books.google.com/books?hl=en&lr=&id=qDfnDwAAQBAJ&oi=fnd&pg=PA119&dq=%22art+feminism%22+wikipedia&ots=f-YV1egY4G&sig=GV4qeFke2LiZlTjwmmEB1qbbD1c,,Art+Feminism,True,TRUE,5.0,,case study,Art+Feminism,0,0,0,##,,,,,,,
0.0,"AM Furness, P Poletto",Extending the Conversation: Art Gallery of Ontario Artists in Residence and the Edward P. Taylor Library &Archives,2024,International Journal of Librarianship,journal.calaijol.org,https://journal.calaijol.org/index.php/ijol/article/view/364,,151.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,1.0,"… The AGO’s first Art + Feminism Wikipedia edit-a-thon took … The goals and values of the Art+Feminism project were well … around the event, the Art+Feminism project was only a year old in …",https://journal.calaijol.org/index.php/ijol/article/download/364/413,,Art+Feminism,True,TRUE,151.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
0.0,"B Madden, A Scholten",Cookbook of Remote and Hybrid Instructional Strategies in Art History,2020,"Cookbook of Remote and Hybrid
Instructional Strategies in Art History",knowledge.uchicago.edu,https://knowledge.uchicago.edu/record/2928?v=pdf,,215.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,4.0,"… 2020 create and edit underdeveloped Wikipedia pages related to Hittitology… Wikipedia editing as part of art history assignments, including under the umbrella of Art+Feminism Wikipedia …",https://knowledge.uchicago.edu/record/2928/files/VRC%20Cookbook%20of%20Remote%20Hybrid%20Instructional%20Strategies%20in%20Art%20History.pdf,,Art+Feminism,True,TRUE,215.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
0.0,"B Melis, M Fioravanti, C Paolini, D Metilli",How have you modelled my gender? Reconstructing the history of gender representation in Wikidata,2024,Internet Histories,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/24701475.2024.2431798,,266.0,##########,,10.1080/24701475.2024.2431798,,,,,,,0.0,0.0,0.0,4.0,1.0,… Art + FeminismFootnote 20 organises edit-a-thons that empower participants to enhance … and gender diverse people on platforms such as Wikipedia and Wikidata. Whose Knowledge?…,https://www.tandfonline.com/doi/pdf/10.1080/24701475.2024.2431798,,Art+Feminism,True,TRUE,266.0,,mention,Art+Feminism,B_Melis__M_Fioravanti__C_Paolini__D_Metilli_How_have_you_modelled_my_gender_Reconstructing_the_history_of_gender_representation_in_Wikidata.pdf,0,0,0,,,,,,,
0.0,BM Koteeswaran,Bridging the Gender Gap,2021,Bridging the Gender Gap,upload.wikimedia.org,https://upload.wikimedia.org/wikipedia/commons/3/30/A_report_on_Bridging_the_Gender_Gap_in_Indian_Language_Wikimedia_Communities.pdf,,204.0,##########,PDF,,,,,,,,0.0,0.0,0.0,1.0,3.0,"… Women In Red, Art+Feminism, Wiki Loves Women, Wiki 6 7 … problems faced by women in Wikipedia), Wikimedia … global events such as Wiki Loves Folklore and Wiki Loves Love 2019. …",https://upload.wikimedia.org/wikipedia/commons/3/30/A_report_on_Bridging_the_Gender_Gap_in_Indian_Language_Wikimedia_Communities.pdf,,Art+Feminism,True,TRUE,204.0,,mention,Art+Feminism,BM_Koteeswaran_Bridging_the_Gender_Gap.pdf,0,Art+Feminism,0,,,,,,,
0.0,BM Smith Flores,Decolonial Perspectives: Insights from Afro-Latin Museological Practice,2023,Insights from Afro-Latin Museological Practice,escholarship.org,https://escholarship.org/uc/item/17j4k2wb,,354.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,1.0,"… an event, Art + Feminism: Wikipedia Edit-a-thon, where museum guests, artists, and scholars collectively came together to edit, address structural imbalances on Wikipedia, and improve …",https://escholarship.org/content/qt17j4k2wb/qt17j4k2wb_noSplash_48c9e619064ff72384f136e3adf18ceb.pdf,,Art+Feminism,True,TRUE,354.0,,0,0,0,0,0,0,,Keyword not found,,,,,
0.0,BMS Flores,Decolonial Perspectives: Insights From Afro-Latin Museological Practice,2023,Insights from Afro-Latin Museological Practice,search.proquest.com,https://search.proquest.com/openview/5548fb24fdb2d01a8ebecb461ecbcc11/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=v5YrNvUqCrgAAAAA:NC80XJRvuaISAovSs6VFO770by03-2XGuxk3AQG4OGfCCCCASeYKnzbFL2WFCTKd9fJIn-F_Rw,,357.0,##########,BOOK,,,,,,,,0.0,0.0,0.0,1.0,1.0,"… an event, Art + Feminism: Wikipedia Edit-a-thon, where museum guests, artists, and scholars collectively came together to edit, address structural imbalances on Wikipedia, and improve …",https://search.proquest.com/openview/5548fb24fdb2d01a8ebecb461ecbcc11/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=v5YrNvUqCrgAAAAA:NC80XJRvuaISAovSs6VFO770by03-2XGuxk3AQG4OGfCCCCASeYKnzbFL2WFCTKd9fJIn-F_Rw,,Art+Feminism,True,TRUE,357.0,,0,0,0,0,0,0,,Keyword not found,,,,,
9.0,"BP Fiedler, R Mitola, J Cheng",Responding to hate: How national and local incidents sparked action at the UNLV University Libraries,2020,Reference Services Review,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/RSR-09-2019-0071/full/html?utm_source=ext_email_other&utm_medium=email&utm_campaign=ace_45thPres_SI_Email2_20200429_free?utm_source=listserv&utm_medium=email&utm_campaign=ace_45thPres_SI_Listserv2_20200429_free,"https://scholar.google.com/scholar?cites=5725952953371940154&as_sdt=2005&sciodt=0,5&hl=en",232.0,##########,,10.1108/RSR-09-2019-0071,,,,,,,9.0,2.0,3.0,3.0,4.0,"… to President Trump’s Wikipedia page. Pun reminds readers that “… as voter education workshops and Wikipedia edit-a-thons. … website) run stories about the “Art + Feminism Edit-a-thons”, …",https://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1678&context=lib_articles,,Art+Feminism,True,TRUE,232.0,,discussion,Art+Feminism,0,0,0,0,,,,,,,
1.0,C Ball,Using Wikipedia to explore issues of systemic bias and symbolic annihilation in information sources,2021,"Using Wikipedia to Explore Issues of Systemic Bias and
Symbolic Annihilation in Information Sources. Caroline Ball",repository.derby.ac.uk,https://repository.derby.ac.uk/item/92202/using-wikipedia-to-explore-issues-of-systemic-bias-and-symbolic-annihilation-in-information-sources,"https://scholar.google.com/scholar?cites=10601968601846002701&as_sdt=2005&sciodt=0,5&hl=en",183.0,##########,,,,,,,,,1.0,0.0,1.0,1.0,3.0,… increase the number of female subjects in Wikipedia’s biographies (which has improved from 15% to 18% since the project began). Art+Feminism works to improve coverage of articles …,https://repository.derby.ac.uk/download/5a72490d325eb3f5d0fd1d141e674b38a9198af61db632b6a59659a3b47f2278/224562/using%20wikipedia.pdf,,Art+Feminism,True,TRUE,183.0,,mention,Art+Feminism,0,0,0,0,,,,,,,
4.0,C Baron,"From “Don't Use It” to “Let's Edit!” Using Wikipedia to Teach the ARLIS/NA Art, Architecture, and Design Information Competencies",2020,Art Documentation: Journal of the Art Libraries Journal of the Art Libraries,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/711302,"https://scholar.google.com/scholar?cites=4480346194154075426&as_sdt=2005&sciodt=0,5&hl=en",17.0,##########,,10.1086/711302,,,,,,,4.0,1.0,4.0,1.0,4.0,"… of the Art+Feminism Wikipedia Edit-a-thons, the author demonstrates how art librarians can build upon the success of these events and outreach initiatives to incorporate Wikipedia into …",https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=1785&context=faculty,,Art+Feminism,True,TRUE,17.0,,0,0,0,0,0,##,,Keyword not found,,,,,
0.0,"C Baron, M Schoen",Rethinking Visual Resources Centers in the Digital Age: Case Studies at the University of Georgia and the University of Michigan,2014,ThinkIR: The Univ ThinkIR: The University of Louisville ersity of Louisville's Institutional Reposit s Institutional Repository,ir.library.louisville.edu,https://ir.library.louisville.edu/faculty/776/,,291.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,10.0,"… We partnered together to host Athens, GA as a satellite location for the 2015 Art + Feminism Wikipedia Edit-a-thon, an event that was such a success that we have decided to host it …",https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=1786&context=faculty,,Art+Feminism,True,TRUE,291.0,,0,0,0,0,0,0,,Keyword not found,,,,,
